gender,state,age,income,imp.challenge,imp.unlocks,imp.customize,imp.difficulty,imp.characters,imp.storyline,imp.mastery,imp.backstory,imp.dominate,imp.completion,imp.wealth,imp.fantasy,imp.items,imp.power,imp.offbeat,imp.collect,enj.excitement,enj.destruction,enj.others,enj.react,enj.duels,enj.strategy,enj.roleplay,enj.competition,enj.decisions,enj.common.goal,enj.planning,enj.immersion,enj.helping,enj.fast,enj.guns,enj.gore,enj.blow.up,freq.explore,freq.experiment,freq.study,freq.char.creation,freq.stats,freq.customize,freq.test.world,gg.game.presented,gg.maxprice,rank.WarriorGuild,rank.SeraphGuardians,rank.Evercrest,rank.DevilsGate,rank.Marksman,rank.QuestoftheTitan
male,IN,19,9000,4,3,3,4,5,4,4,6,4,3,6,4,7,6,6,2,4,3,4,5,3,6,3,1,4,5,4,6,4,3,3,4,3,4,5,6,3,7,4,5,Warrior Guild,25,5,1,3,4,6,2
male,NM,25,44000,3,1,2,2,7,5,2,5,2,2,3,3,2,2,3,1,6,7,4,5,4,3,1,3,3,3,4,4,4,4,7,7,7,3,1,2,1,1,1,2,Warrior Guild,38,2,3,4,1,5,6
male,NY,26,46000,3,2,4,4,7,7,3,7,4,3,2,5,6,7,7,4,2,5,5,4,4,4,5,5,3,5,5,4,4,1,4,7,5,6,6,6,1,3,4,6,Evercrest,67,5,2,1,4,6,3
female,CO,20,19000,5,4,1,6,3,3,3,3,5,4,4,4,2,4,5,4,5,4,5,5,6,3,2,5,4,5,4,2,5,5,4,4,3,4,3,3,3,4,1,4,Evercrest,41,1,3,5,2,4,6
male,MA,20,36000,7,2,6,4,6,7,6,7,7,3,3,5,5,5,5,1,6,3,7,6,5,7,4,6,6,7,5,5,6,5,1,1,2,5,5,4,6,3,5,6,Warrior Guild,43,2,3,1,4,6,5
male,FL,36,72000,4,4,4,5,5,6,4,4,2,4,5,4,3,5,3,4,4,4,4,3,3,4,3,3,4,4,3,4,4,2,4,5,5,4,4,3,5,4,4,3,Evercrest,66,4,1,3,5,6,2
male,CA,25,63000,1,7,1,3,5,4,2,5,2,6,4,5,2,4,2,5,2,4,2,2,3,4,3,6,2,1,2,5,3,1,5,6,6,1,1,3,1,6,1,1,Warrior Guild,40,5,1,6,4,3,2
female,NV,26,38000,3,1,5,3,7,7,5,7,3,2,1,5,7,6,3,3,2,1,5,1,1,6,5,2,5,7,5,6,5,3,4,3,2,2,3,5,5,1,4,4,Seraph Guardians,46,5,2,1,4,6,3
male,NY,33,80000,7,2,3,7,1,4,7,2,5,2,4,4,5,4,4,2,5,3,7,6,6,7,4,4,7,5,7,4,5,6,3,4,4,6,4,6,2,4,3,4,Evercrest,,1,3,5,2,4,6
female,TX,62,80000,3,6,3,6,5,6,6,7,1,6,5,7,7,7,5,7,4,2,1,2,1,6,6,1,6,1,6,6,1,4,2,1,1,4,5,6,2,3,3,6,Evercrest,58,5,1,4,6,3,2
female,CA,32,69000,2,1,4,2,7,6,2,7,2,2,3,3,4,5,5,2,5,4,5,2,3,3,3,2,4,6,4,5,5,3,6,4,5,2,3,2,3,4,5,3,Warrior Guild,,5,3,1,2,6,4
male,PA,26,61000,7,5,5,7,7,6,5,7,5,3,4,4,6,3,6,5,4,3,2,5,5,3,4,3,5,3,4,4,3,4,6,5,5,5,7,7,3,3,5,5,Warrior Guild,63,4,1,3,6,5,2
male,CA,30,83000,3,7,2,3,5,5,3,2,1,5,3,4,2,4,1,6,3,4,3,4,3,4,3,5,3,1,3,3,2,2,5,5,2,1,2,4,1,2,1,1,Evercrest,53,5,1,6,4,2,3
female,KY,20,26000,6,1,4,7,7,6,5,7,4,4,5,4,5,3,4,3,6,5,7,7,3,6,3,6,4,7,5,5,7,5,4,5,2,4,6,7,3,5,3,5,Seraph Guardians,33,1,2,4,3,5,6
female,PA,63,61000,3,6,5,2,7,6,3,7,1,7,7,5,4,3,6,7,2,3,1,1,1,5,3,2,3,3,5,3,4,1,2,3,1,5,6,2,6,4,6,5,Evercrest,50,6,2,3,5,4,1
female,SC,30,42000,5,5,4,6,7,7,5,6,3,3,6,3,6,4,4,5,4,4,6,6,2,6,5,4,4,3,3,4,4,6,1,1,2,6,4,3,5,5,4,3,Warrior Guild,50,5,1,4,6,3,2
male,SC,29,49000,4,3,3,6,5,4,6,6,4,3,2,6,6,7,2,4,5,5,4,5,3,2,5,3,4,7,2,6,7,6,7,5,3,2,4,4,5,2,6,3,Warrior Guild,39,1,3,2,4,6,5
male,NY,20,17000,4,1,5,4,5,7,5,6,4,3,2,3,4,3,2,1,3,3,6,3,5,5,4,6,6,7,6,4,6,6,6,3,4,1,2,4,6,1,7,3,Seraph Guardians,32,2,4,1,3,6,5
male,TX,31,79000,6,5,4,6,4,4,5,2,4,5,3,5,4,4,5,5,2,2,3,3,1,6,5,3,7,2,5,4,4,2,2,2,1,5,6,5,4,2,3,5,Seraph Guardians,73,5,1,3,6,4,2
female,TX,28,65000,2,3,3,4,6,5,3,5,3,4,4,2,4,1,2,3,6,5,4,6,2,2,4,3,3,2,3,4,3,6,5,5,4,3,1,1,5,3,4,3,Seraph Guardians,58,2,4,3,1,6,5
male,FL,22,18000,2,5,3,1,4,3,3,3,7,5,4,2,3,3,4,1,7,4,6,5,7,2,3,7,3,6,3,5,5,3,4,5,5,4,5,3,1,3,1,5,Evercrest,32,2,5,4,1,6,3
female,WI,21,33000,5,1,4,7,2,1,7,3,5,3,1,2,2,3,5,4,2,4,6,2,7,5,1,7,5,4,4,5,5,4,3,3,3,2,6,5,1,1,2,5,Warrior Guild,41,1,4,3,2,5,6
male,AK,35,141000,5,7,2,5,6,6,5,5,2,5,2,5,4,7,5,7,4,1,1,4,2,3,5,2,3,1,5,7,2,4,1,2,1,4,7,3,3,2,2,6,Evercrest,,5,2,3,6,4,1
male,FL,22,42000,4,3,4,4,4,6,3,4,6,4,5,4,4,6,4,2,7,7,5,5,4,4,5,5,4,3,4,5,4,7,5,6,5,3,4,3,6,2,3,2,Evercrest,46,2,3,4,1,6,5
male,UT,18,12000,3,2,4,3,4,3,3,2,6,5,3,4,3,3,5,1,5,6,5,5,6,4,5,7,5,5,4,3,3,5,3,3,2,5,4,4,3,2,5,5,Seraph Guardians,33,2,4,3,1,6,5
female,TX,25,34000,5,2,5,3,5,6,4,5,1,3,1,3,4,3,7,3,4,3,5,4,3,5,4,3,3,7,2,3,5,3,2,2,2,7,7,4,4,1,5,7,Warrior Guild,40,2,4,1,5,6,3
female,TX,25,47000,2,7,3,4,6,4,2,5,4,7,4,2,4,2,3,7,1,2,1,3,3,1,2,2,1,3,1,1,4,1,1,1,3,2,2,1,2,4,4,4,Seraph Guardians,48,4,2,5,6,3,1
female,IL,37,82000,4,4,4,4,5,5,4,7,2,6,2,7,6,5,2,5,3,5,2,3,1,4,4,1,6,2,5,5,2,5,6,5,4,2,3,4,3,3,2,2,Evercrest,80,6,1,3,5,4,2
female,MI,19,14000,4,2,3,4,1,1,2,2,6,2,3,2,3,2,3,1,4,4,6,6,6,4,2,7,1,6,4,3,4,4,6,5,5,3,3,3,2,4,2,3,Warrior Guild,33,2,5,3,1,4,6
female,WA,22,37000,5,4,4,4,7,5,5,5,3,5,3,4,4,4,3,3,3,2,6,3,3,6,4,4,5,7,3,6,6,4,3,3,5,5,1,3,5,2,4,1,Seraph Guardians,39,3,2,1,4,6,5
male,CA,21,38000,5,4,2,5,5,4,5,3,5,4,4,3,4,2,1,3,3,3,4,5,4,7,2,6,5,4,5,3,6,3,1,1,1,2,2,6,3,3,3,1,Seraph Guardians,43,3,2,5,1,4,6
male,CA,23,49000,1,4,1,1,5,7,1,7,3,5,3,3,5,3,4,2,5,6,3,3,4,2,6,3,2,4,3,4,5,3,7,7,7,2,3,4,2,3,1,4,Seraph Guardians,54,5,2,4,1,6,3
female,CA,29,93000,3,4,5,3,3,2,2,4,5,3,2,5,5,5,4,2,5,3,2,6,4,1,7,5,2,2,1,4,2,6,3,5,5,4,5,2,4,4,2,4,Warrior Guild,74,2,4,5,1,6,3
female,IA,38,113000,4,6,3,5,5,3,3,5,3,4,5,5,5,5,3,3,4,4,5,5,5,4,5,2,5,5,5,6,5,6,3,3,5,3,2,4,2,5,3,1,Warrior Guild,,2,1,5,3,4,6
male,VA,23,37000,4,5,3,5,5,7,5,6,4,7,5,2,6,5,2,4,6,5,3,3,1,4,5,3,4,3,3,3,1,5,7,5,6,3,2,3,3,5,2,3,Evercrest,29,6,1,5,4,3,2
male,GA,62,144000,4,3,2,2,5,4,3,4,1,6,5,1,2,1,1,5,3,7,3,3,1,4,1,1,4,4,3,1,3,4,6,7,7,1,3,3,2,3,2,2,Seraph Guardians,86,4,1,6,3,2,5
male,CA,24,39000,5,3,3,4,4,4,3,4,4,2,2,4,1,2,3,3,5,7,6,5,6,3,2,4,3,6,5,4,6,3,7,7,7,1,1,2,1,1,4,1,Seraph Guardians,40,2,3,5,1,4,6
female,IL,18,10000,6,1,5,4,5,4,3,7,2,2,1,4,6,3,4,3,4,4,3,5,5,2,5,4,3,7,4,6,7,4,4,5,6,4,2,4,3,2,4,2,Warrior Guild,48,1,4,3,2,6,5
female,CA,30,64000,7,7,3,6,6,5,3,7,4,6,2,4,2,3,2,7,3,1,3,7,5,3,4,6,3,3,5,2,2,4,1,3,1,4,4,6,3,2,1,3,Evercrest,51,4,1,5,6,2,3
female,WA,28,74000,4,6,5,1,7,7,4,6,2,7,3,4,5,3,2,6,5,3,2,4,1,4,3,1,5,5,5,2,3,4,4,2,2,4,3,3,3,6,5,5,Evercrest,58,6,1,3,5,4,2
female,CA,26,43000,5,2,4,6,3,4,5,3,4,1,5,3,2,4,4,2,5,4,4,6,4,6,3,3,6,4,7,5,4,4,3,2,3,5,4,5,3,4,3,4,Seraph Guardians,45,4,1,3,2,5,6
male,NJ,30,92000,3,7,2,1,7,6,4,7,3,7,6,5,5,7,5,7,4,2,1,5,2,2,5,2,4,1,4,5,2,4,3,4,2,5,6,3,3,4,1,4,Seraph Guardians,70,6,2,4,5,3,1
male,WV,22,26000,3,3,3,2,6,4,2,4,5,4,3,2,4,4,2,3,6,7,7,5,7,5,3,6,3,6,3,2,7,5,6,7,6,4,1,3,6,2,3,3,Seraph Guardians,29,2,4,3,1,6,5
male,CA,19,41000,5,2,1,6,4,3,4,3,7,2,4,2,2,3,4,4,7,4,5,7,5,4,2,7,4,4,4,3,5,7,3,5,4,4,3,3,3,3,4,2,Seraph Guardians,41,1,4,5,2,3,6
female,CA,39,63000,4,7,4,3,5,3,4,4,2,6,4,2,2,2,2,7,4,3,1,5,1,4,1,1,3,3,3,1,2,4,2,3,1,4,4,6,4,4,5,5,Warrior Guild,34,5,1,4,6,2,3
male,SC,18,13000,5,1,5,4,4,3,3,4,5,1,1,4,3,2,4,4,6,4,6,6,6,2,3,7,1,6,2,2,4,6,6,2,2,5,6,2,5,2,4,4,Seraph Guardians,32,1,5,3,2,6,4
male,WA,22,55000,5,5,4,4,5,5,6,7,4,6,3,6,4,5,6,5,7,2,5,7,4,4,3,4,5,4,7,6,4,7,1,2,4,5,7,6,5,3,4,4,Seraph Guardians,55,6,1,3,5,4,2
female,GA,23,34000,7,1,3,7,5,2,7,4,5,1,3,1,3,1,1,1,3,4,3,2,7,5,3,5,4,4,6,1,4,4,3,5,4,1,2,6,1,3,2,1,Warrior Guild,40,1,3,5,2,4,6
female,WI,27,42000,4,7,2,5,1,2,3,1,2,7,2,2,1,2,1,7,6,5,1,5,3,2,2,3,1,2,1,2,1,4,5,5,5,1,2,3,2,3,1,1,Seraph Guardians,39,3,2,6,4,1,5
male,FL,20,17000,7,4,5,7,7,7,7,7,4,3,4,5,2,4,7,4,5,2,3,4,6,6,3,4,7,5,7,3,5,4,2,2,1,4,6,6,4,6,4,6,Seraph Guardians,26,5,1,2,6,4,3
male,MD,19,50000,5,3,3,5,2,2,4,3,7,2,5,2,3,4,4,3,6,6,5,5,7,4,4,7,5,7,5,3,6,4,4,6,5,2,2,5,5,6,3,3,Warrior Guild,58,1,3,4,2,5,6
male,CT,26,80000,4,5,5,4,3,2,3,3,6,2,3,4,6,4,4,4,6,6,4,5,6,3,5,4,6,6,4,4,3,4,5,5,4,6,5,4,4,3,4,5,Warrior Guild,52,2,3,4,1,6,5
female,CA,18,15000,6,1,6,4,5,5,6,4,5,2,3,4,6,4,6,3,4,2,5,6,3,5,7,4,5,6,6,5,4,5,1,1,2,6,5,6,5,5,4,5,Seraph Guardians,31,3,2,1,5,6,4
male,NC,20,13000,2,3,3,3,6,7,4,7,5,4,2,4,7,4,3,3,5,6,3,5,7,3,6,6,2,3,1,4,2,5,6,6,7,3,1,2,1,2,4,4,Seraph Guardians,33,2,3,4,1,6,5
male,MO,24,36000,3,5,5,3,6,7,7,7,4,4,3,7,7,5,6,4,2,2,2,2,5,4,7,4,6,4,5,5,2,4,5,3,2,7,7,6,5,4,6,6,Evercrest,51,5,2,3,4,6,1
male,WA,57,166000,5,7,3,4,7,6,3,7,3,7,5,5,5,4,3,7,2,3,2,3,1,3,5,1,4,1,3,6,3,1,3,5,2,3,1,3,5,5,5,1,Seraph Guardians,56,5,1,4,6,3,2
female,IN,54,90000,7,4,1,7,5,4,5,5,1,6,2,3,3,4,6,5,4,3,2,5,1,6,5,1,6,1,6,5,1,4,2,5,2,5,6,7,1,2,1,5,Evercrest,64,5,1,4,6,2,3
female,IN,22,23000,3,7,2,1,4,1,3,4,5,6,5,1,1,2,1,6,2,1,2,3,6,6,1,7,6,2,6,3,3,3,2,2,2,1,1,5,2,4,3,1,Seraph Guardians,34,5,1,6,3,2,4
male,TX,20,49000,1,1,4,2,6,6,5,5,4,3,3,4,4,4,3,5,2,2,6,3,4,5,4,3,2,4,3,3,7,3,4,2,2,1,1,3,2,4,3,2,Evercrest,44,3,2,1,4,6,5
female,NY,19,23000,6,5,3,5,4,4,4,4,4,7,4,4,4,3,4,5,3,5,6,3,6,3,2,6,3,4,4,4,5,3,3,3,5,5,4,4,2,3,3,5,Evercrest,40,4,1,5,2,6,3
female,TX,29,55000,7,4,5,5,4,5,4,5,6,4,7,6,5,4,4,5,6,4,3,4,2,5,5,3,5,3,5,5,2,6,3,4,5,4,4,5,4,7,4,5,Evercrest,46,5,1,4,6,3,2
male,CA,24,33000,3,6,2,3,5,6,3,5,4,5,3,2,3,2,4,4,2,7,5,3,4,2,2,5,2,4,2,1,3,4,6,7,7,5,4,1,1,2,2,6,Warrior Guild,41,2,3,5,1,6,4
female,TN,25,45000,4,4,1,3,6,7,5,6,3,5,1,3,3,2,2,5,1,7,2,5,4,5,3,5,5,4,2,3,2,4,6,7,7,4,1,3,2,1,1,4,Seraph Guardians,54,3,2,4,1,6,5
female,MS,26,40000,6,7,4,7,3,1,5,3,5,7,1,4,4,4,2,7,7,3,4,5,3,1,6,4,2,3,1,3,2,7,2,2,2,2,3,2,5,2,5,2,Evercrest,41,2,1,5,6,4,3
female,WV,23,36000,3,6,4,4,3,5,5,3,5,7,2,3,2,4,4,7,5,1,4,4,4,7,3,4,6,4,7,2,1,5,2,4,3,3,4,7,3,3,3,4,Warrior Guild,40,4,1,5,3,2,6
female,PA,44,66000,3,2,4,4,5,3,3,5,4,2,4,3,2,3,7,5,7,5,5,4,2,7,4,3,6,5,4,2,2,6,5,5,5,6,6,5,5,1,2,6,Evercrest,53,5,1,4,2,3,6
female,IL,31,95000,3,6,1,5,4,6,4,4,3,6,1,2,5,4,3,7,3,7,4,2,2,2,4,3,3,3,4,4,3,3,5,7,5,1,1,7,2,1,2,1,Seraph Guardians,,3,1,5,2,4,6
female,FL,26,25000,4,6,2,2,2,4,2,2,3,7,2,2,4,1,1,7,4,2,4,2,4,3,2,5,3,4,2,4,4,3,4,4,4,3,2,3,2,1,1,1,Warrior Guild,28,4,1,6,3,5,2
female,FL,21,23000,2,5,5,3,4,5,3,7,5,7,1,4,6,4,4,6,6,3,4,6,5,3,3,3,2,6,2,4,5,5,3,4,4,6,5,3,4,1,5,4,Evercrest,35,3,5,2,4,6,1
male,TX,44,112000,4,4,5,3,7,6,4,5,3,4,7,7,4,4,4,6,6,2,1,7,2,5,6,1,4,1,5,2,3,5,3,2,1,5,7,4,2,7,3,5,Seraph Guardians,72,6,1,4,5,3,2
male,PA,20,18000,3,3,6,3,7,7,2,6,4,3,2,6,7,6,7,1,5,2,6,5,6,3,7,5,2,7,3,7,7,2,5,5,4,6,6,2,4,2,5,6,Seraph Guardians,28,3,5,1,2,6,4
female,MI,22,40000,6,4,7,7,4,4,6,4,5,3,3,4,3,5,6,4,5,5,2,6,6,4,5,6,3,3,7,6,4,7,3,5,4,4,4,3,5,2,7,4,Seraph Guardians,48,1,3,4,2,5,6
male,TX,23,43000,3,3,1,4,3,1,4,1,6,3,4,3,3,3,3,4,3,3,5,3,4,5,4,5,5,4,3,3,4,3,2,2,2,4,4,6,2,7,1,5,Seraph Guardians,49,4,1,6,2,3,5
male,CA,28,69000,7,7,1,7,3,2,7,3,5,4,4,3,2,1,5,6,4,6,6,3,4,6,1,2,5,3,6,1,5,3,6,7,4,5,6,6,2,3,1,3,Warrior Guild,,4,1,6,3,2,5
male,TX,27,30000,4,7,4,3,3,2,3,4,5,7,4,5,2,4,3,7,3,4,4,3,4,3,5,5,5,2,2,4,2,4,2,5,3,2,3,4,5,5,4,3,Seraph Guardians,39,4,1,6,5,2,3
male,MD,19,34000,1,7,3,1,2,3,2,2,6,6,3,3,2,2,4,7,5,4,2,4,7,2,3,2,3,2,2,3,1,3,4,5,4,3,3,2,1,2,3,2,Seraph Guardians,41,5,2,6,3,4,1
female,IL,30,63000,3,2,4,3,7,7,3,7,4,3,6,7,7,7,5,4,4,4,2,6,5,4,7,4,6,1,4,7,3,2,5,3,4,5,4,4,4,5,7,5,Evercrest,56,5,2,3,4,6,1
male,OK,28,39000,7,2,1,7,3,3,7,4,3,2,2,3,4,4,4,2,5,4,3,5,4,5,4,5,7,4,7,3,4,3,3,1,3,4,6,5,3,4,4,4,Warrior Guild,36,2,1,4,3,5,6
female,AK,20,35000,6,6,5,4,5,5,5,6,3,3,2,7,6,7,5,4,3,2,4,4,7,7,6,5,5,6,7,6,6,4,1,1,3,3,5,7,6,2,5,5,Seraph Guardians,46,3,1,2,4,6,5
male,NH,21,19000,1,4,5,2,3,3,3,3,7,3,3,5,4,3,2,3,4,5,6,7,7,3,4,7,4,4,1,5,2,6,6,5,6,5,1,2,4,4,4,1,Warrior Guild,41,2,4,3,1,6,5
male,CA,36,174000,2,3,2,3,4,2,5,2,3,4,3,6,5,4,1,2,5,6,2,5,6,6,6,3,5,2,4,7,1,7,5,5,2,2,1,5,2,3,1,3,Seraph Guardians,,3,2,4,1,5,6
male,UT,24,62000,5,5,2,5,7,7,4,6,2,5,4,6,7,6,1,5,5,4,4,6,2,4,6,1,3,4,4,5,3,4,5,6,4,1,2,2,3,4,1,1,Seraph Guardians,60,5,1,3,4,6,2
male,DE,28,54000,4,4,1,3,3,1,2,2,3,1,6,5,6,5,4,4,3,1,3,2,2,3,5,2,3,2,3,4,1,3,2,2,3,2,3,4,2,5,3,3,Warrior Guild,40,5,1,4,6,3,2
male,NC,28,77000,4,5,3,4,5,4,2,2,3,3,4,2,2,2,1,5,3,5,3,2,3,1,2,2,1,3,1,2,3,3,5,4,4,1,1,2,2,3,4,1,Seraph Guardians,50,1,2,6,3,5,4
male,MS,35,74000,5,4,4,4,4,6,4,3,1,5,5,3,2,1,3,6,5,5,1,5,3,7,1,2,7,4,7,4,3,4,4,1,4,4,5,5,5,5,4,4,Seraph Guardians,72,5,1,4,6,3,2
female,WY,19,18000,7,5,3,7,4,5,7,6,4,6,4,4,5,4,7,6,5,1,6,2,7,6,3,3,7,6,7,3,7,5,3,2,2,5,6,7,5,2,5,5,Warrior Guild,37,4,1,2,6,3,5
male,PA,19,10000,7,1,6,7,5,4,5,4,6,1,5,2,5,3,1,1,5,5,5,3,7,5,3,5,5,5,6,3,3,4,3,4,4,1,2,6,5,4,3,1,Warrior Guild,38,1,3,5,2,4,6
female,LA,20,18000,4,4,3,3,2,3,3,2,7,3,6,5,3,5,3,3,7,7,5,7,7,3,5,6,1,5,3,3,4,6,7,5,5,3,3,1,3,6,4,3,Evercrest,24,2,3,6,1,4,5
male,WI,61,124000,2,4,1,4,4,5,3,5,1,2,4,2,3,3,2,3,4,7,3,5,1,3,1,1,4,5,3,3,7,5,7,7,7,2,1,3,1,4,1,1,Seraph Guardians,75,4,2,5,1,3,6
male,KY,19,12000,1,4,3,4,6,5,3,5,7,5,7,5,7,4,7,4,6,4,5,6,5,4,6,5,3,5,5,6,4,7,5,5,4,5,7,4,4,6,3,4,Warrior Guild,28,4,3,5,2,6,1
female,OH,34,63000,1,7,2,2,5,3,2,3,4,7,2,5,6,4,1,6,2,4,4,2,2,1,4,1,1,4,2,2,4,3,2,2,4,1,1,3,2,3,3,3,Seraph Guardians,53,4,1,6,5,3,2
male,TX,37,121000,4,3,5,2,4,2,4,6,2,5,5,4,4,3,4,4,5,5,1,3,3,7,4,3,7,2,5,5,1,4,7,5,6,5,3,4,3,7,5,5,Seraph Guardians,97,6,1,5,4,2,3
female,ME,29,44000,6,4,7,3,7,7,4,7,4,4,3,3,3,3,5,3,7,1,3,6,2,5,3,1,5,5,5,5,3,7,2,1,4,5,6,4,6,3,5,5,Evercrest,64,4,1,2,6,5,3
female,MD,29,76000,6,3,2,7,4,4,4,2,3,5,5,3,3,4,2,5,5,3,4,5,3,1,2,3,1,2,1,3,4,4,2,2,2,2,1,7,3,4,2,1,Seraph Guardians,59,3,1,6,5,2,4
male,NY,19,23000,4,1,3,5,7,7,3,7,4,1,1,5,5,7,3,1,5,4,5,4,5,3,5,6,1,3,2,6,6,3,5,4,4,3,6,4,1,1,1,3,Warrior Guild,38,2,4,1,3,6,5
male,CA,28,80000,5,1,4,5,3,4,5,2,3,2,3,2,3,3,5,1,3,3,3,3,5,6,2,4,5,4,7,1,3,5,4,4,3,3,2,5,3,3,4,2,Seraph Guardians,51,1,3,4,2,5,6
male,CA,23,51000,2,3,3,3,6,7,3,6,4,5,1,5,7,2,1,6,6,6,2,4,3,1,3,2,3,2,1,2,3,7,7,6,7,1,3,5,3,1,4,1,Evercrest,52,2,4,3,1,6,5
male,FL,18,12000,3,4,1,3,3,2,3,2,6,3,1,5,4,6,4,3,4,4,7,4,7,3,6,6,3,4,4,5,3,6,5,5,3,5,3,3,1,1,1,5,Warrior Guild,33,2,3,4,1,5,6
female,CA,34,86000,7,1,4,5,2,2,5,3,5,2,7,3,2,5,3,2,7,5,5,7,3,7,3,3,7,3,7,2,4,6,4,4,4,1,1,7,3,7,4,2,Evercrest,60,4,2,5,1,3,6
male,MA,22,36000,1,4,1,2,2,4,3,1,7,4,4,3,3,4,3,5,6,2,7,4,7,2,2,7,4,5,1,5,6,5,4,3,4,4,1,2,1,2,1,4,Warrior Guild,49,2,4,5,1,3,6
male,IL,18,12000,6,1,7,7,4,7,7,4,6,4,2,6,5,5,4,3,5,2,5,5,6,7,5,6,4,6,5,4,7,4,3,1,3,6,6,7,7,1,5,7,Seraph Guardians,37,3,2,1,4,6,5
male,NY,24,86000,5,3,3,7,2,5,5,3,5,3,3,4,4,5,3,2,6,5,3,5,3,5,4,4,5,4,5,3,1,3,4,5,4,1,2,5,3,3,5,3,Evercrest,,2,1,5,3,4,6
male,NC,59,99000,3,7,2,5,2,2,4,2,1,6,6,1,2,3,4,7,2,4,1,3,2,5,3,1,5,2,5,2,1,2,3,3,6,4,4,4,3,5,2,3,Warrior Guild,67,6,1,5,4,2,3
female,TX,24,50000,5,1,3,3,7,6,5,6,1,1,5,5,5,5,4,1,3,2,6,3,3,6,6,3,6,5,4,5,5,6,1,3,4,5,5,7,6,6,3,4,Warrior Guild,43,5,1,2,3,6,4
female,FL,32,48000,4,6,3,3,5,4,2,6,4,7,5,4,3,6,3,6,2,6,4,2,2,4,4,2,3,3,2,3,4,1,4,5,6,2,4,4,3,3,1,2,Warrior Guild,36,6,1,3,5,4,2
female,OH,28,40000,5,6,7,3,5,6,4,7,3,6,7,6,6,7,6,4,4,3,4,3,3,6,6,3,4,4,6,7,5,4,4,3,1,5,7,4,6,6,7,6,Warrior Guild,38,5,2,3,6,4,1
male,TX,36,59000,2,7,4,4,5,6,5,7,3,6,5,5,6,7,3,7,3,3,1,4,3,4,4,4,2,1,2,4,1,6,3,3,1,4,2,2,5,4,5,3,Seraph Guardians,51,5,1,4,6,3,2
male,GA,31,55000,6,5,1,7,4,4,6,3,3,6,1,1,4,1,5,3,5,5,5,3,4,3,1,3,5,4,4,1,3,6,3,6,6,4,4,5,1,2,2,6,Seraph Guardians,53,1,2,5,3,4,6
female,NY,18,18000,4,6,1,5,2,2,3,3,3,5,3,7,4,4,1,5,1,6,1,2,3,2,3,4,1,5,2,3,3,1,4,3,4,2,2,3,3,4,3,1,Warrior Guild,25,3,1,6,4,5,2
male,FL,21,38000,6,1,5,5,5,4,4,3,6,2,2,3,3,3,5,2,6,4,5,6,6,3,3,6,3,4,3,4,5,7,6,6,5,1,5,3,5,3,2,2,Warrior Guild,52,1,4,3,2,5,6
male,VA,53,148000,7,6,1,5,4,1,7,1,1,4,5,5,5,6,1,2,4,5,3,2,1,7,6,2,7,1,6,6,1,3,5,4,4,4,3,6,1,2,1,2,Seraph Guardians,47,6,1,4,3,2,5
female,IN,18,21000,3,6,3,4,6,2,3,4,5,7,3,3,3,3,1,7,3,5,2,2,5,2,3,4,1,1,3,3,2,3,6,4,3,1,1,4,3,3,4,1,Seraph Guardians,32,2,1,6,5,3,4
male,CA,34,56000,1,2,2,2,6,6,2,5,3,1,3,2,5,4,2,2,5,6,2,5,2,1,5,4,3,5,1,5,5,4,5,7,5,3,3,3,2,1,4,4,Warrior Guild,39,3,4,2,1,6,5
male,CT,18,27000,4,4,2,6,6,4,5,5,5,3,6,6,4,5,5,3,5,6,2,5,3,2,4,4,4,3,4,5,5,5,4,4,4,3,2,4,4,4,4,2,Seraph Guardians,40,4,1,6,3,5,2
female,WA,23,27000,3,1,4,3,5,6,4,5,4,4,2,4,4,4,1,1,3,5,1,4,6,1,5,6,1,2,3,6,2,3,6,6,5,1,2,3,4,1,5,1,Seraph Guardians,24,1,3,5,2,6,4
female,AR,34,67000,4,4,2,3,6,6,5,4,2,2,1,2,3,1,4,3,6,5,3,5,3,6,2,1,4,5,3,1,7,5,4,4,3,3,3,4,5,1,2,5,Seraph Guardians,57,4,2,3,1,5,6
female,OH,33,79000,3,6,3,3,5,3,4,5,1,3,5,2,2,4,1,5,5,7,2,6,3,3,3,2,2,5,3,2,2,4,7,7,7,1,1,3,4,3,2,1,Warrior Guild,,2,3,4,1,5,6
male,CA,25,68000,6,2,4,5,7,7,4,7,5,1,6,3,5,2,7,1,7,3,4,5,4,4,4,4,5,4,6,3,4,4,4,3,2,6,4,6,3,5,2,4,Warrior Guild,47,4,1,3,5,6,2
female,TX,19,16000,6,2,2,7,5,4,5,3,4,3,5,7,5,7,5,3,7,5,6,3,4,3,6,6,4,6,5,6,7,5,4,5,4,4,3,5,2,5,3,3,Evercrest,32,2,1,4,3,6,5
male,NY,21,31000,4,1,5,5,3,3,6,4,3,1,4,4,3,2,6,1,4,2,4,3,6,7,2,5,6,4,7,4,4,6,3,2,3,5,4,6,3,5,4,4,Seraph Guardians,35,2,4,3,1,5,6
female,MN,19,21000,3,1,5,5,6,7,5,7,4,4,7,5,6,6,7,2,6,3,5,6,6,6,5,6,5,5,5,7,3,5,2,2,2,6,4,5,7,6,6,5,Seraph Guardians,38,5,1,3,4,6,2
